track,date,url
SUN,02/12/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=SUN&CTRY=USA&DT=02/12/2022&DAY=D&STYLE=EQB
TAM,02/12/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=TAM&CTRY=USA&DT=02/12/2022&DAY=D&STYLE=EQB
TP,02/12/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=TP&CTRY=USA&DT=02/12/2022&DAY=D&STYLE=EQB
AQU,02/13/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=AQU&CTRY=USA&DT=02/13/2022&DAY=D&STYLE=EQB
CMR,02/13/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=CMR&CTRY=PR&DT=02/13/2022&DAY=D&STYLE=EQB
FG,02/13/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=FG&CTRY=USA&DT=02/13/2022&DAY=D&STYLE=EQB
GG,02/13/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=GG&CTRY=USA&DT=02/13/2022&DAY=D&STYLE=EQB
GP,02/13/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=GP&CTRY=USA&DT=02/13/2022&DAY=D&STYLE=EQB
LRL,02/13/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=LRL&CTRY=USA&DT=02/13/2022&DAY=D&STYLE=EQB
OP,02/13/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=OP&CTRY=USA&DT=02/13/2022&DAY=D&STYLE=EQB
SA,02/13/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=SA&CTRY=USA&DT=02/13/2022&DAY=D&STYLE=EQB
SUN,02/13/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=SUN&CTRY=USA&DT=02/13/2022&DAY=D&STYLE=EQB
TAM,02/13/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=TAM&CTRY=USA&DT=02/13/2022&DAY=D&STYLE=EQB
FG,02/14/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=FG&CTRY=USA&DT=02/14/2022&DAY=D&STYLE=EQB
LAD,02/14/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=LAD&CTRY=USA&DT=02/14/2022&DAY=D&STYLE=EQB
MVR,02/14/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=MVR&CTRY=USA&DT=02/14/2022&DAY=D&STYLE=EQB
PRX,02/14/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=PRX&CTRY=USA&DT=02/14/2022&DAY=D&STYLE=EQB
TUP,02/14/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=TUP&CTRY=USA&DT=02/14/2022&DAY=D&STYLE=EQB
LAD,02/15/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=LAD&CTRY=USA&DT=02/15/2022&DAY=D&STYLE=EQB
MVR,02/15/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=MVR&CTRY=USA&DT=02/15/2022&DAY=D&STYLE=EQB
PRX,02/15/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=PRX&CTRY=USA&DT=02/15/2022&DAY=D&STYLE=EQB
PEN,02/15/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=PEN&CTRY=USA&DT=02/15/2022&DAY=D&STYLE=EQB
SUN,02/15/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=SUN&CTRY=USA&DT=02/15/2022&DAY=D&STYLE=EQB
TUP,02/15/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=TUP&CTRY=USA&DT=02/15/2022&DAY=D&STYLE=EQB
DED,02/16/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=DED&CTRY=USA&DT=02/16/2022&DAY=D&STYLE=EQB
GP,02/16/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=GP&CTRY=USA&DT=02/16/2022&DAY=D&STYLE=EQB
LAD,02/16/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=LAD&CTRY=USA&DT=02/16/2022&DAY=D&STYLE=EQB
MVR,02/16/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=MVR&CTRY=USA&DT=02/16/2022&DAY=D&STYLE=EQB
PRX,02/16/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=PRX&CTRY=USA&DT=02/16/2022&DAY=D&STYLE=EQB
PEN,02/16/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=PEN&CTRY=USA&DT=02/16/2022&DAY=D&STYLE=EQB
HOU,02/16/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=HOU&CTRY=USA&DT=02/16/2022&DAY=D&STYLE=EQB
TAM,02/16/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=TAM&CTRY=USA&DT=02/16/2022&DAY=D&STYLE=EQB
TUP,02/16/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=TUP&CTRY=USA&DT=02/16/2022&DAY=D&STYLE=EQB
TP,02/16/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=TP&CTRY=USA&DT=02/16/2022&DAY=D&STYLE=EQB
CMR,02/17/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=CMR&CTRY=PR&DT=02/17/2022&DAY=D&STYLE=EQB
DED,02/17/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=DED&CTRY=USA&DT=02/17/2022&DAY=D&STYLE=EQB
FG,02/17/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=FG&CTRY=USA&DT=02/17/2022&DAY=D&STYLE=EQB
GP,02/17/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=GP&CTRY=USA&DT=02/17/2022&DAY=D&STYLE=EQB
CT,02/17/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=CT&CTRY=USA&DT=02/17/2022&DAY=D&STYLE=EQB
HOU,02/17/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=HOU&CTRY=USA&DT=02/17/2022&DAY=D&STYLE=EQB
TUP,02/17/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=TUP&CTRY=USA&DT=02/17/2022&DAY=D&STYLE=EQB
TP,02/17/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=TP&CTRY=USA&DT=02/17/2022&DAY=D&STYLE=EQB
AQU,02/18/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=AQU&CTRY=USA&DT=02/18/2022&DAY=D&STYLE=EQB
CMR,02/18/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=CMR&CTRY=PR&DT=02/18/2022&DAY=D&STYLE=EQB
DED,02/18/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=DED&CTRY=USA&DT=02/18/2022&DAY=D&STYLE=EQB
FG,02/18/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=FG&CTRY=USA&DT=02/18/2022&DAY=D&STYLE=EQB
GG,02/18/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=GG&CTRY=USA&DT=02/18/2022&DAY=D&STYLE=EQB
GP,02/18/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=GP&CTRY=USA&DT=02/18/2022&DAY=D&STYLE=EQB
CT,02/18/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=CT&CTRY=USA&DT=02/18/2022&DAY=D&STYLE=EQB
LRL,02/18/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=LRL&CTRY=USA&DT=02/18/2022&DAY=D&STYLE=EQB
MVR,02/18/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=MVR&CTRY=USA&DT=02/18/2022&DAY=D&STYLE=EQB
OP,02/18/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=OP&CTRY=USA&DT=02/18/2022&DAY=D&STYLE=EQB
PEN,02/18/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=PEN&CTRY=USA&DT=02/18/2022&DAY=D&STYLE=EQB
HOU,02/18/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=HOU&CTRY=USA&DT=02/18/2022&DAY=D&STYLE=EQB
SA,02/18/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=SA&CTRY=USA&DT=02/18/2022&DAY=D&STYLE=EQB
SUN,02/18/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=SUN&CTRY=USA&DT=02/18/2022&DAY=D&STYLE=EQB
TAM,02/18/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=TAM&CTRY=USA&DT=02/18/2022&DAY=D&STYLE=EQB
TUP,02/18/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=TUP&CTRY=USA&DT=02/18/2022&DAY=D&STYLE=EQB
TP,02/18/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=TP&CTRY=USA&DT=02/18/2022&DAY=D&STYLE=EQB
AQU,02/19/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=AQU&CTRY=USA&DT=02/19/2022&DAY=D&STYLE=EQB
CMR,02/19/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=CMR&CTRY=PR&DT=02/19/2022&DAY=D&STYLE=EQB
DED,02/19/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=DED&CTRY=USA&DT=02/19/2022&DAY=D&STYLE=EQB
FG,02/19/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=FG&CTRY=USA&DT=02/19/2022&DAY=D&STYLE=EQB
FON,02/19/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=FON&CTRY=USA&DT=02/19/2022&DAY=D&STYLE=EQB
GG,02/19/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=GG&CTRY=USA&DT=02/19/2022&DAY=D&STYLE=EQB
GP,02/19/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=GP&CTRY=USA&DT=02/19/2022&DAY=D&STYLE=EQB
CT,02/19/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=CT&CTRY=USA&DT=02/19/2022&DAY=D&STYLE=EQB
LRL,02/19/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=LRL&CTRY=USA&DT=02/19/2022&DAY=D&STYLE=EQB
LA,02/19/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=LA&CTRY=USA&DT=02/19/2022&DAY=D&STYLE=EQB
MVR,02/19/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=MVR&CTRY=USA&DT=02/19/2022&DAY=D&STYLE=EQB
OP,02/19/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=OP&CTRY=USA&DT=02/19/2022&DAY=D&STYLE=EQB
HOU,02/19/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=HOU&CTRY=USA&DT=02/19/2022&DAY=D&STYLE=EQB
SA,02/19/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=SA&CTRY=USA&DT=02/19/2022&DAY=D&STYLE=EQB
SUN,02/19/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=SUN&CTRY=USA&DT=02/19/2022&DAY=D&STYLE=EQB
TAM,02/19/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=TAM&CTRY=USA&DT=02/19/2022&DAY=D&STYLE=EQB
TP,02/19/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=TP&CTRY=USA&DT=02/19/2022&DAY=D&STYLE=EQB
DED,02/02/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=DED&CTRY=USA&DT=02/02/2022&DAY=D&STYLE=EQB
GP,02/02/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=GP&CTRY=USA&DT=02/02/2022&DAY=D&STYLE=EQB
CT,02/02/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=CT&CTRY=USA&DT=02/02/2022&DAY=D&STYLE=EQB
LAD,02/02/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=LAD&CTRY=USA&DT=02/02/2022&DAY=D&STYLE=EQB
MVR,02/02/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=MVR&CTRY=USA&DT=02/02/2022&DAY=D&STYLE=EQB
PRX,02/02/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=PRX&CTRY=USA&DT=02/02/2022&DAY=D&STYLE=EQB
PEN,02/02/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=PEN&CTRY=USA&DT=02/02/2022&DAY=D&STYLE=EQB
TAM,02/02/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=TAM&CTRY=USA&DT=02/02/2022&DAY=D&STYLE=EQB
TUP,02/02/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=TUP&CTRY=USA&DT=02/02/2022&DAY=D&STYLE=EQB
AQU,02/20/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=AQU&CTRY=USA&DT=02/20/2022&DAY=D&STYLE=EQB
CMR,02/20/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=CMR&CTRY=PR&DT=02/20/2022&DAY=D&STYLE=EQB
FG,02/20/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=FG&CTRY=USA&DT=02/20/2022&DAY=D&STYLE=EQB
FON,02/20/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=FON&CTRY=USA&DT=02/20/2022&DAY=D&STYLE=EQB
GG,02/20/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=GG&CTRY=USA&DT=02/20/2022&DAY=D&STYLE=EQB
GP,02/20/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=GP&CTRY=USA&DT=02/20/2022&DAY=D&STYLE=EQB
LRL,02/20/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=LRL&CTRY=USA&DT=02/20/2022&DAY=D&STYLE=EQB
LA,02/20/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=LA&CTRY=USA&DT=02/20/2022&DAY=D&STYLE=EQB
OP,02/20/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=OP&CTRY=USA&DT=02/20/2022&DAY=D&STYLE=EQB
SA,02/20/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=SA&CTRY=USA&DT=02/20/2022&DAY=D&STYLE=EQB
SUN,02/20/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=SUN&CTRY=USA&DT=02/20/2022&DAY=D&STYLE=EQB
TAM,02/20/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=TAM&CTRY=USA&DT=02/20/2022&DAY=D&STYLE=EQB
AQU,02/21/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=AQU&CTRY=USA&DT=02/21/2022&DAY=D&STYLE=EQB
CMR,02/21/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=CMR&CTRY=PR&DT=02/21/2022&DAY=D&STYLE=EQB
FG,02/21/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=FG&CTRY=USA&DT=02/21/2022&DAY=D&STYLE=EQB
GG,02/21/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=GG&CTRY=USA&DT=02/21/2022&DAY=D&STYLE=EQB
LRL,02/21/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=LRL&CTRY=USA&DT=02/21/2022&DAY=D&STYLE=EQB
LAD,02/21/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=LAD&CTRY=USA&DT=02/21/2022&DAY=D&STYLE=EQB
MVR,02/21/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=MVR&CTRY=USA&DT=02/21/2022&DAY=D&STYLE=EQB
OP,02/21/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=OP&CTRY=USA&DT=02/21/2022&DAY=D&STYLE=EQB
PRX,02/21/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=PRX&CTRY=USA&DT=02/21/2022&DAY=D&STYLE=EQB
SA,02/21/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=SA&CTRY=USA&DT=02/21/2022&DAY=D&STYLE=EQB
TUP,02/21/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=TUP&CTRY=USA&DT=02/21/2022&DAY=D&STYLE=EQB
LAD,02/22/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=LAD&CTRY=USA&DT=02/22/2022&DAY=D&STYLE=EQB
MVR,02/22/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=MVR&CTRY=USA&DT=02/22/2022&DAY=D&STYLE=EQB
PRX,02/22/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=PRX&CTRY=USA&DT=02/22/2022&DAY=D&STYLE=EQB
PEN,02/22/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=PEN&CTRY=USA&DT=02/22/2022&DAY=D&STYLE=EQB
SUN,02/22/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=SUN&CTRY=USA&DT=02/22/2022&DAY=D&STYLE=EQB
TUP,02/22/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=TUP&CTRY=USA&DT=02/22/2022&DAY=D&STYLE=EQB
DED,02/23/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=DED&CTRY=USA&DT=02/23/2022&DAY=D&STYLE=EQB
GP,02/23/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=GP&CTRY=USA&DT=02/23/2022&DAY=D&STYLE=EQB
LAD,02/23/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=LAD&CTRY=USA&DT=02/23/2022&DAY=D&STYLE=EQB
MVR,02/23/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=MVR&CTRY=USA&DT=02/23/2022&DAY=D&STYLE=EQB
PRX,02/23/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=PRX&CTRY=USA&DT=02/23/2022&DAY=D&STYLE=EQB
PEN,02/23/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=PEN&CTRY=USA&DT=02/23/2022&DAY=D&STYLE=EQB
HOU,02/23/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=HOU&CTRY=USA&DT=02/23/2022&DAY=D&STYLE=EQB
TAM,02/23/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=TAM&CTRY=USA&DT=02/23/2022&DAY=D&STYLE=EQB
TUP,02/23/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=TUP&CTRY=USA&DT=02/23/2022&DAY=D&STYLE=EQB
TP,02/23/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=TP&CTRY=USA&DT=02/23/2022&DAY=D&STYLE=EQB
AQU,02/24/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=AQU&CTRY=USA&DT=02/24/2022&DAY=D&STYLE=EQB
DED,02/24/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=DED&CTRY=USA&DT=02/24/2022&DAY=D&STYLE=EQB
FG,02/24/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=FG&CTRY=USA&DT=02/24/2022&DAY=D&STYLE=EQB
GP,02/24/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=GP&CTRY=USA&DT=02/24/2022&DAY=D&STYLE=EQB
CT,02/24/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=CT&CTRY=USA&DT=02/24/2022&DAY=D&STYLE=EQB
LRL,02/24/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=LRL&CTRY=USA&DT=02/24/2022&DAY=D&STYLE=EQB
HOU,02/24/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=HOU&CTRY=USA&DT=02/24/2022&DAY=D&STYLE=EQB
TUP,02/24/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=TUP&CTRY=USA&DT=02/24/2022&DAY=D&STYLE=EQB
TP,02/24/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=TP&CTRY=USA&DT=02/24/2022&DAY=D&STYLE=EQB
AQU,02/25/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=AQU&CTRY=USA&DT=02/25/2022&DAY=D&STYLE=EQB
CMR,02/25/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=CMR&CTRY=PR&DT=02/25/2022&DAY=D&STYLE=EQB
DED,02/25/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=DED&CTRY=USA&DT=02/25/2022&DAY=D&STYLE=EQB
FG,02/25/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=FG&CTRY=USA&DT=02/25/2022&DAY=D&STYLE=EQB
FON,02/25/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=FON&CTRY=USA&DT=02/25/2022&DAY=D&STYLE=EQB
GG,02/25/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=GG&CTRY=USA&DT=02/25/2022&DAY=D&STYLE=EQB
GP,02/25/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=GP&CTRY=USA&DT=02/25/2022&DAY=D&STYLE=EQB
CT,02/25/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=CT&CTRY=USA&DT=02/25/2022&DAY=D&STYLE=EQB
LRL,02/25/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=LRL&CTRY=USA&DT=02/25/2022&DAY=D&STYLE=EQB
OP,02/25/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=OP&CTRY=USA&DT=02/25/2022&DAY=D&STYLE=EQB
PEN,02/25/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=PEN&CTRY=USA&DT=02/25/2022&DAY=D&STYLE=EQB
HOU,02/25/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=HOU&CTRY=USA&DT=02/25/2022&DAY=D&STYLE=EQB
SA,02/25/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=SA&CTRY=USA&DT=02/25/2022&DAY=D&STYLE=EQB
SUN,02/25/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=SUN&CTRY=USA&DT=02/25/2022&DAY=D&STYLE=EQB
TAM,02/25/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=TAM&CTRY=USA&DT=02/25/2022&DAY=D&STYLE=EQB
TUP,02/25/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=TUP&CTRY=USA&DT=02/25/2022&DAY=D&STYLE=EQB
TP,02/25/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=TP&CTRY=USA&DT=02/25/2022&DAY=D&STYLE=EQB
AQU,02/26/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=AQU&CTRY=USA&DT=02/26/2022&DAY=D&STYLE=EQB
CMR,02/26/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=CMR&CTRY=PR&DT=02/26/2022&DAY=D&STYLE=EQB
DED,02/26/2022,https://www.equibase.com/premium/eqbPDFChartPlus.cfm?RACE=A&BorP=P&TID=DED&CTRY=USA&DT=02/26/2022&DAY=D&STYLE=EQB
